"agg","independent_var","dependent_var","pearson_r","p_value","n"
"agg1","grasses","B1_RaoQ_w5",-0.12733927544194,0.744066416371865,9
"agg1","grasses","B1_RaoQ_w7",-0.145446998587301,0.708871725486805,9
"agg1","grasses","B1_RaoQ_w9",-0.10935667868516,0.779428635416986,9
"agg1","grasses","B1_glcm_ASM",0.114671155989387,0.768938547613026,9
"agg1","grasses","B1_glcm_contrast",-0.345572618571282,0.362353935159277,9
"agg1","grasses","B1_glcm_dissimilarity",0.0369646236194952,0.924781979194702,9
"agg1","grasses","B1_glcm_entropy",0.0712848404279649,0.855393261055739,9
"agg1","grasses","B1_glcm_homogeneity",0.0554240895464627,0.887379603633696,9
"agg1","grasses","B2_CV",0.19947100076594,0.60687465497914,9
"agg1","grasses","B2_RaoQ_w3",0.0295604889230199,0.939823700648239,9
"agg1","grasses","B2_RaoQ_w5",-0.162787482866114,0.675608393922681,9
"agg1","grasses","B2_RaoQ_w7",0.0312666303844475,0.936356011803436,9
"agg1","grasses","B2_RaoQ_w9",0.00106884979979225,0.997822559141033,9
"agg1","grasses","B2_glcm_ASM",0.243349878766403,0.528069199907007,9
"agg1","grasses","B2_glcm_contrast",-0.16336110097797,0.674515975939498,9
"agg1","grasses","B2_glcm_dissimilarity",0.0757049071187856,0.846509912993052,9
"agg1","grasses","B2_glcm_entropy",0.25221613867774,0.512653260824768,9
"agg1","grasses","B2_glcm_homogeneity",0.0970512469109816,0.803834111935062,9
"agg1","grasses","B3_CV",0.187566907936782,0.628917789647768,9
"agg1","grasses","B3_RaoQ_w3",0.0585661118493226,0.881030596927126,9
"agg1","grasses","B3_RaoQ_w5",0.0564207467254416,0.885365067554308,9
"agg1","grasses","B3_RaoQ_w7",-0.213528449353515,0.581193994035672,9
"agg1","grasses","B3_RaoQ_w9",0.0659758349594866,0.866081710690695,9
"agg1","grasses","B3_glcm_ASM",0.149202617722314,0.701629276307582,9
"agg1","grasses","B3_glcm_contrast",0.0192438754308581,0.960808795234858,9
"agg1","grasses","B3_glcm_dissimilarity",0.137645832093141,0.723979843082081,9
"agg1","grasses","B3_glcm_entropy",0.154334590262774,0.691766229221804,9
"agg1","grasses","B3_glcm_homogeneity",0.228900001248265,0.553572099047307,9
"agg1","grasses","B4_CV",0.174597937895576,0.653224291062195,9
"agg1","grasses","B4_RaoQ_w3",0.0874137001013781,0.823052309872366,9
"agg1","grasses","B4_RaoQ_w5",0.102142519523717,0.793717609735337,9
"agg1","grasses","B4_RaoQ_w7",0.0813687058639022,0.835148889544521,9
"agg1","grasses","B4_RaoQ_w9",-0.13909112549255,0.721174428567761,9
"agg1","grasses","B4_glcm_ASM",0.112620147643414,0.772983218337869,9
"agg1","grasses","B4_glcm_contrast",-0.0638314012659444,0.870404449638246,9
"agg1","grasses","B4_glcm_dissimilarity",0.0502003858710648,0.897947138416967,9
"agg1","grasses","B4_glcm_entropy",0.093308064512557,0.811288107986029,9
"agg1","grasses","B4_glcm_homogeneity",0.0249967592936707,0.949103528178014,9
"agg1","grasses","SSD",0.758241468917048,0.0178908207889548,9
"agg1","herbs","B1_CV",-0.219712790573257,0.570021793500622,9
"agg1","herbs","B1_RaoQ_w3",0.453834520066639,0.219803343347235,9
"agg1","herbs","B1_RaoQ_w5",0.0841962355174797,0.829486881757559,9
"agg1","herbs","B1_RaoQ_w7",0.114697214134278,0.768887190719012,9
"agg1","herbs","B1_RaoQ_w9",0.0701815795770335,0.857612798234127,9
"agg1","herbs","B1_glcm_ASM",-0.175506275821994,0.651512358756176,9
"agg1","herbs","B1_glcm_contrast",0.439460634084046,0.236591762496532,9
"agg1","herbs","B1_glcm_dissimilarity",-0.130355404712838,0.738173870655892,9
"agg1","herbs","B1_glcm_entropy",-0.168288674192665,0.665153569372125,9
"agg1","herbs","B1_glcm_homogeneity",-0.155537477123022,0.689460153594701,9
"agg1","herbs","B2_CV",-0.173413072477186,0.655459495352723,9
"agg1","herbs","B2_RaoQ_w3",0.00125441114830229,0.997444537943952,9
"agg1","herbs","B2_RaoQ_w5",0.302755286276376,0.428421370148036,9
"agg1","herbs","B2_RaoQ_w7",0.00123241649461763,0.99748934491131,9
"agg1","herbs","B2_RaoQ_w9",0.0531308430610573,0.892017029905449,9
"agg1","herbs","B2_glcm_ASM",-0.354711196075818,0.348929421167772,9
"agg1","herbs","B2_glcm_contrast",0.241129110959618,0.531958541747247,9
"agg1","herbs","B2_glcm_dissimilarity",-0.11111049393281,0.775963345336903,9
"agg1","herbs","B2_glcm_entropy",-0.36645168557021,0.332045129411381,9
"agg1","herbs","B2_glcm_homogeneity",-0.144521584133134,0.710659449037069,9
"agg1","herbs","B3_CV",-0.178794835383547,0.645326273775021,9
"agg1","herbs","B3_RaoQ_w3",-0.0277854595843458,0.943432330676746,9
"agg1","herbs","B3_RaoQ_w5",-0.0390109190068396,0.920628327048838,9
"agg1","herbs","B3_RaoQ_w7",0.389503802985182,0.300105255362651,9
"agg1","herbs","B3_RaoQ_w9",-0.0368933695499966,0.924926642402062,9
"agg1","herbs","B3_glcm_ASM",-0.260719686811362,0.498039817973307,9
"agg1","herbs","B3_glcm_contrast",-0.0302873517919672,0.938346260524511,9
"agg1","herbs","B3_glcm_dissimilarity",-0.250391589812389,0.515810854819244,9
"agg1","herbs","B3_glcm_entropy",-0.265807413978186,0.489378833369744,9
"agg1","herbs","B3_glcm_homogeneity",-0.337486246413063,0.374435445054772,9
"agg1","herbs","B4_CV",-0.174757323612151,0.652923797421474,9
"agg1","herbs","B4_RaoQ_w3",-0.042397210670428,0.913758385113663,9
"agg1","herbs","B4_RaoQ_w5",-0.0866661618629132,0.824546502761926,9
"agg1","herbs","B4_RaoQ_w7",-0.0757254973127744,0.84646856558119,9
"agg1","herbs","B4_RaoQ_w9",0.249565266533048,0.517243440870701,9
"agg1","herbs","B4_glcm_ASM",-0.158691613921068,0.683423836379672,9
"agg1","herbs","B4_glcm_contrast",0.017813726212079,0.963719770092788,9
"agg1","herbs","B4_glcm_dissimilarity",-0.0888459540921993,0.820190872316203,9
"agg1","herbs","B4_glcm_entropy",-0.139016536575721,0.721319140725301,9
"agg1","herbs","B4_glcm_homogeneity",-0.0654118539831026,0.867218287253671,9
"agg1","herbs","SSD",-0.742596773171222,0.0219126712401466,9
"agg1","litter","B1_CV",0.894664783404442,0.00112514768086386,9
"agg1","litter","B1_RaoQ_w3",0.0502684763305274,0.897809299119944,9
"agg1","litter","B1_RaoQ_w5",0.663179147144351,0.0515187992370298,9
"agg1","litter","B1_RaoQ_w7",0.645035770760196,0.0606720471552878,9
"agg1","litter","B1_RaoQ_w9",0.64479220140743,0.0608014204545809,9
"agg1","litter","B1_glcm_ASM",0.852366505117443,0.00351273220849559,9
"agg1","litter","B1_glcm_contrast",-0.00656939922732205,0.986617411091483,9
"agg1","litter","B1_glcm_dissimilarity",0.718157145611958,0.0293198082203571,9
"agg1","litter","B1_glcm_entropy",0.683789505104921,0.0422497615310986,9
"agg1","litter","B1_glcm_homogeneity",0.726677917510018,0.0265759196615812,9
"agg1","litter","B2_CV",0.883973777661021,0.00156116458610846,9
"agg1","litter","B2_RaoQ_w3",0.937319526515325,0.000190867898990016,9
"agg1","litter","B2_RaoQ_w5",0.230044332553918,0.551535763430199,9
"agg1","litter","B2_RaoQ_w7",0.941425410613996,0.000151190465734319,9
"agg1","litter","B2_RaoQ_w9",0.920290199440686,0.000435193910144354,9
"agg1","litter","B2_glcm_ASM",0.310952437834195,0.415380155857578,9
"agg1","litter","B2_glcm_contrast",0.761947129803884,0.0170161468835363,9
"agg1","litter","B2_glcm_dissimilarity",0.820477179426169,0.00673936124500947,9
"agg1","litter","B2_glcm_entropy",0.261657583073461,0.496438532072578,9
"agg1","litter","B2_glcm_homogeneity",0.823018816154981,0.00642821841203203,9
"agg1","litter","B3_CV",0.904225104315729,0.000814272769092403,9
"agg1","litter","B3_RaoQ_w3",0.947064233227412,0.000106682602201942,9
"agg1","litter","B3_RaoQ_w5",0.956779848968792,5.29721277235443e-05,9
"agg1","litter","B3_RaoQ_w7",0.273018021090027,0.477211779385959,9
"agg1","litter","B3_RaoQ_w9",0.958111329100066,4.75394725140957e-05,9
"agg1","litter","B3_glcm_ASM",0.340444705296501,0.369993441555419,9
"agg1","litter","B3_glcm_contrast",-0.27998378106499,0.465580088975792,9
"agg1","litter","B3_glcm_dissimilarity",0.277213208600823,0.47019195979949,9
"agg1","litter","B3_glcm_entropy",0.333633920305324,0.380257148410775,9
"agg1","litter","B3_glcm_homogeneity",0.311579058962066,0.41439071211742,9
"agg1","litter","B4_CV",0.912101893019227,0.000607793417651577,9
"agg1","litter","B4_RaoQ_w3",0.953896803104287,6.62166175454441e-05,9
"agg1","litter","B4_RaoQ_w5",0.979613770964129,3.9046031503262e-06,9
"agg1","litter","B4_RaoQ_w7",0.985437801416392,1.20966929384352e-06,9
"agg1","litter","B4_RaoQ_w9",0.653812370880548,0.0561257608031775,9
"agg1","litter","B4_glcm_ASM",0.618774003870444,0.0756376611504558,9
"agg1","litter","B4_glcm_contrast",-0.0584231104470572,0.881319431415624,9
"agg1","litter","B4_glcm_dissimilarity",0.631206337445462,0.0682952718175165,9
"agg1","litter","B4_glcm_entropy",0.622608858907109,0.0733228613740966,9
"agg1","litter","B4_glcm_homogeneity",0.653915462080899,0.0560736871173904,9
"agg1","litter","SSD",-0.115645105297813,0.767019562211895,9
"agg1","moss","B1_CV",-0.172179716508093,0.657788691240467,9
"agg1","moss","B1_RaoQ_w3",-0.390545640250555,0.298700286074839,9
"agg1","moss","B1_RaoQ_w5",0.214820022507045,0.578854256368549,9
"agg1","moss","B1_RaoQ_w7",0.183250930198066,0.636973935889167,9
"agg1","moss","B1_RaoQ_w9",0.233321499212084,0.5457197380076,9
"agg1","moss","B1_glcm_ASM",0.185381659934818,0.632992572523837,9
"agg1","moss","B1_glcm_contrast",-0.685155061476648,0.0416768418828713,9
"agg1","moss","B1_glcm_dissimilarity",0.254021292957205,0.50953685749931,9
"agg1","moss","B1_glcm_entropy",0.321879891975961,0.398279862043685,9
"agg1","moss","B1_glcm_homogeneity",0.277896799858647,0.469052267658475,9
"agg1","moss","B2_CV",-0.262166966874773,0.495569735536469,9
"agg1","moss","B2_RaoQ_w3",-0.14204162364489,0.715456259962882,9
"agg1","moss","B2_RaoQ_w5",-0.586319095592295,0.0970497491557922,9
"agg1","moss","B2_RaoQ_w7",-0.158389446825588,0.684001451227624,9
"agg1","moss","B2_RaoQ_w9",-0.253698138918941,0.510094188595346,9
"agg1","moss","B2_glcm_ASM",0.79050500811203,0.0112127354124122,9
"agg1","moss","B2_glcm_contrast",-0.462241181188341,0.210297374583552,9
"agg1","moss","B2_glcm_dissimilarity",0.165797294441943,0.669882284049523,9
"agg1","moss","B2_glcm_entropy",0.816417641286439,0.00725731106407303,9
"agg1","moss","B2_glcm_homogeneity",0.195177264235741,0.614794994952367,9
"agg1","moss","B3_CV",-0.217933267680503,0.573228495726064,9
"agg1","moss","B3_RaoQ_w3",-0.165273732470918,0.670877303557493,9
"agg1","moss","B3_RaoQ_w5",-0.115262883494095,0.767772528908152,9
"agg1","moss","B3_RaoQ_w7",-0.710665978837283,0.0318798137047178,9
"agg1","moss","B3_RaoQ_w9",-0.157840339657259,0.685051473164116,9
"agg1","moss","B3_glcm_ASM",0.74147415218526,0.022222275148063,9
"agg1","moss","B3_glcm_contrast",0.364595304842714,0.334687439375855,9
"agg1","moss","B3_glcm_dissimilarity",0.763276613340267,0.0167094188327404,9
"agg1","moss","B3_glcm_entropy",0.745581234095425,0.021103491703993,9
"agg1","moss","B3_glcm_homogeneity",0.782704070045516,0.0126392191516308,9
"agg1","moss","B4_CV",-0.200979874669467,0.604099681125582,9
"agg1","moss","B4_RaoQ_w3",-0.305710209749918,0.423699397726437,9
"agg1","moss","B4_RaoQ_w5",-0.214838686878089,0.578820469978544,9
"agg1","moss","B4_RaoQ_w7",-0.198261284487552,0.609102592251727,9
"agg1","moss","B4_RaoQ_w9",-0.713692241521375,0.0308287743009538,9
"agg1","moss","B4_glcm_ASM",0.429351938392851,0.248800300649925,9
"agg1","moss","B4_glcm_contrast",0.527788158000327,0.144170213390033,9
"agg1","moss","B4_glcm_dissimilarity",0.364319190423137,0.33508133480567,9
"agg1","moss","B4_glcm_entropy",0.414035804508437,0.26792435221264,9
"agg1","moss","B4_glcm_homogeneity",0.338429383206473,0.373016632759401,9
"agg1","moss","SSD",0.344014251250884,0.364667514175815,9
"agg1","veg_height_cm","B1_CV",-0.347230475423814,0.359900407225041,9
"agg1","veg_height_cm","B1_RaoQ_w3",0.350481931067473,0.355111750548275,9
"agg1","veg_height_cm","B1_RaoQ_w5",0.269048544398922,0.483894045117338,9
"agg1","veg_height_cm","B1_RaoQ_w7",0.314296650482354,0.410111988261043,9
"agg1","veg_height_cm","B1_RaoQ_w9",0.301039957719633,0.431173171578531,9
"agg1","veg_height_cm","B1_glcm_ASM",-0.166539437231426,0.668472616877091,9
"agg1","veg_height_cm","B1_glcm_contrast",0.0367347301287048,0.925248726102772,9
"agg1","veg_height_cm","B1_glcm_dissimilarity",-0.152243062410687,0.695781148480995,9
"agg1","veg_height_cm","B1_glcm_entropy",-0.155544180576145,0.689447308463123,9
"agg1","veg_height_cm","B1_glcm_homogeneity",-0.157473572483426,0.685753078280265,9
"agg1","veg_height_cm","B2_CV",-0.373739548793093,0.321772274236203,9
"agg1","veg_height_cm","B2_RaoQ_w3",-0.0401256403069504,0.918366314159447,9
"agg1","veg_height_cm","B2_RaoQ_w5",0.132844602703822,0.733319634668754,9
"agg1","veg_height_cm","B2_RaoQ_w7",-0.0441645615681462,0.910174807143823,9
"agg1","veg_height_cm","B2_RaoQ_w9",-0.021427555767488,0.956364840322837,9
"agg1","veg_height_cm","B2_glcm_ASM",0.381714331216204,0.310716072384393,9
"agg1","veg_height_cm","B2_glcm_contrast",-0.0952834331366927,0.807352782105212,9
"agg1","veg_height_cm","B2_glcm_dissimilarity",-0.073462786786285,0.851014261947148,9
"agg1","veg_height_cm","B2_glcm_entropy",0.366663462214641,0.331744351551647,9
"agg1","veg_height_cm","B2_glcm_homogeneity",-0.096709307733566,0.804514474389599,9
"agg1","veg_height_cm","B3_CV",-0.378132238607944,0.31565823642162,9
"agg1","veg_height_cm","B3_RaoQ_w3",-0.0475503894444678,0.903313476672989,9
"agg1","veg_height_cm","B3_RaoQ_w5",-0.0581707746453563,0.881829129232472,9
"agg1","veg_height_cm","B3_RaoQ_w7",-0.00762873488085802,0.984459622611409,9
"agg1","veg_height_cm","B3_RaoQ_w9",-0.0935618882618997,0.810782234225056,9
"agg1","veg_height_cm","B3_glcm_ASM",0.420810620488006,0.25937255189302,9
"agg1","veg_height_cm","B3_glcm_contrast",0.910827775722018,0.000638374772256361,9
"agg1","veg_height_cm","B3_glcm_dissimilarity",0.455122290278536,0.218332161028987,9
"agg1","veg_height_cm","B3_glcm_entropy",0.405857189661523,0.278442567515914,9
"agg1","veg_height_cm","B3_glcm_homogeneity",0.436503144846199,0.240129391693925,9
"agg1","veg_height_cm","B4_CV",-0.385885186778099,0.305011249723549,9
"agg1","veg_height_cm","B4_RaoQ_w3",-0.229901770975522,0.551789297539818,9
"agg1","veg_height_cm","B4_RaoQ_w5",-0.255600709354231,0.506816421998467,9
"agg1","veg_height_cm","B4_RaoQ_w7",-0.25487129137235,0.508072066447273,9
"agg1","veg_height_cm","B4_RaoQ_w9",-0.192274686849796,0.620168794853847,9
"agg1","veg_height_cm","B4_glcm_ASM",0.294977287982106,0.440961641649093,9
"agg1","veg_height_cm","B4_glcm_contrast",0.895103226538871,0.00110933254490058,9
"agg1","veg_height_cm","B4_glcm_dissimilarity",0.30503506482076,0.42477621759418,9
"agg1","veg_height_cm","B4_glcm_entropy",0.293754935878577,0.442946903187516,9
"agg1","veg_height_cm","B4_glcm_homogeneity",0.259782457476445,0.499642064939558,9
"agg1","veg_height_cm","SSD",0.102312472618884,0.793380358903821,9
"agg2","bare.soil","B1_CV",-0.0880691439143314,0.821742601546198,9
"agg2","bare.soil","B1_RaoQ_w3",0.155222437647269,0.690063908399291,9
"agg2","bare.soil","B1_RaoQ_w5",-0.655182477596482,0.0554361908504572,9
"agg2","bare.soil","B1_RaoQ_w7",-0.652679670792212,0.0566999336287097,9
"agg2","bare.soil","B1_RaoQ_w9",-0.689081978637053,0.0400572711683621,9
"agg2","bare.soil","B1_glcm_ASM",-0.515427102906328,0.155554485052843,9
"agg2","bare.soil","B1_glcm_contrast",0.607126520065136,0.0829448012740768,9
"agg2","bare.soil","B1_glcm_dissimilarity",-0.485641215523679,0.185061151622858,9
"agg2","bare.soil","B1_glcm_entropy",-0.524473199826923,0.147173758419429,9
"agg2","bare.soil","B1_glcm_homogeneity",-0.52927264286225,0.142836921130534,9
"agg2","bare.soil","B2_CV",0.03922528676347,0.920193289377074,9
"agg2","bare.soil","B2_RaoQ_w3",-0.34419946439952,0.364392174287745,9
"agg2","bare.soil","B2_RaoQ_w5",0.368504311086398,0.329135554448895,9
"agg2","bare.soil","B2_RaoQ_w7",-0.328712619603737,0.387755727504616,9
"agg2","bare.soil","B2_RaoQ_w9",-0.201645583242625,0.602876765992456,9
"agg2","bare.soil","B2_glcm_ASM",-0.8301127045406,0.00561178936776194,9
"agg2","bare.soil","B2_glcm_contrast",0.437487526190791,0.238948767108428,9
"agg2","bare.soil","B2_glcm_dissimilarity",-0.557984799190277,0.118471373659754,9
"agg2","bare.soil","B2_glcm_entropy",-0.828098053609735,0.00583599901021996,9
"agg2","bare.soil","B2_glcm_homogeneity",-0.571217911402334,0.108145461504476,9
"agg2","bare.soil","B3_CV",-0.0293313449168641,0.94028949775775,9
"agg2","bare.soil","B3_RaoQ_w3",-0.312112885212994,0.413548636166491,9
"agg2","bare.soil","B3_RaoQ_w5",-0.344237652698535,0.364335415522595,9
"agg2","bare.soil","B3_RaoQ_w7",0.344504768858582,0.363938522642822,9
"agg2","bare.soil","B3_RaoQ_w9",-0.320060057484098,0.401104849904611,9
"agg2","bare.soil","B3_glcm_ASM",-0.823436850524567,0.00637799809855186,9
"agg2","bare.soil","B3_glcm_contrast",0.312885407049431,0.412331409372325,9
"agg2","bare.soil","B3_glcm_dissimilarity",-0.831680529544278,0.00544142762672315,9
"agg2","bare.soil","B3_glcm_entropy",-0.825756364001557,0.00610418935894222,9
"agg2","bare.soil","B3_glcm_homogeneity",-0.826060225365465,0.00606892399830346,9
"agg2","bare.soil","B4_CV",-0.0336859625137129,0.931440380232296,9
"agg2","bare.soil","B4_RaoQ_w3",-0.0854373089849525,0.827003814039144,9
"agg2","bare.soil","B4_RaoQ_w5",-0.179050986960421,0.644845212405058,9
"agg2","bare.soil","B4_RaoQ_w7",-0.186016450772385,0.631808006564161,9
"agg2","bare.soil","B4_RaoQ_w9",0.452409270529027,0.221437909172059,9
"agg2","bare.soil","B4_glcm_ASM",-0.780424269694191,0.0130779970738924,9
"agg2","bare.soil","B4_glcm_contrast",0.196763215454416,0.611865444646292,9
"agg2","bare.soil","B4_glcm_dissimilarity",-0.746095543357013,0.0209660749833948,9
"agg2","bare.soil","B4_glcm_entropy",-0.766641866005788,0.0159495293751332,9
"agg2","bare.soil","B4_glcm_homogeneity",-0.738221134830302,0.0231356930081034,9
"agg2","bare.soil","SSD",0.00397105553447588,0.991910338402104,9
"agg2","grasses","B1_CV",0.223688662279984,0.562881109153774,9
"agg2","grasses","B1_RaoQ_w3",-0.3258712644698,0.392116242811332,9
"agg2","grasses","B1_RaoQ_w5",-0.0886355172636524,0.82061118056966,9
"agg2","grasses","B1_RaoQ_w7",-0.141331348867479,0.716831689914418,9
"agg2","grasses","B1_RaoQ_w9",-0.107385161232635,0.783328088971082,9
"agg2","grasses","B1_glcm_ASM",0.129573821372699,0.739699713276082,9
"agg2","grasses","B1_glcm_contrast",-0.244534863787195,0.525998435199446,9
"agg2","grasses","B1_glcm_dissimilarity",0.0748697756194748,0.848187222635249,9
"agg2","grasses","B1_glcm_entropy",0.0757938508089831,0.84633130644277,9
"agg2","grasses","B1_glcm_homogeneity",0.135000678161075,0.729121620176495,9
"agg2","grasses","B2_CV",0.150302474657405,0.699512180584646,9
"agg2","grasses","B2_RaoQ_w3",0.0333039372526063,0.932216454681632,9
"agg2","grasses","B2_RaoQ_w5",-0.235056435879862,0.542650209398343,9
"agg2","grasses","B2_RaoQ_w7",0.038181337902853,0.922312048734786,9
"agg2","grasses","B2_RaoQ_w9",-0.00958416970097144,0.980476784307963,9
"agg2","grasses","B2_glcm_ASM",0.234333914554611,0.543927725068096,9
"agg2","grasses","B2_glcm_contrast",-0.274350574035618,0.474977268299679,9
"agg2","grasses","B2_glcm_dissimilarity",0.0616979188465839,0.874708062158649,9
"agg2","grasses","B2_glcm_entropy",0.241644994968541,0.531054057928801,9
"agg2","grasses","B2_glcm_homogeneity",0.11296902758463,0.772294876671045,9
"agg2","grasses","B3_CV",0.16102199308895,0.678973934356786,9
"agg2","grasses","B3_RaoQ_w3",0.0626222776612436,0.87284311155262,9
"agg2","grasses","B3_RaoQ_w5",0.0626788167732075,0.872729057929787,9
"agg2","grasses","B3_RaoQ_w7",-0.254776449927356,0.508235421483492,9
"agg2","grasses","B3_RaoQ_w9",0.077156272022694,0.843596208808673,9
"agg2","grasses","B3_glcm_ASM",0.113132470018717,0.771972451258432,9
"agg2","grasses","B3_glcm_contrast",-0.200059876336023,0.605791132966398,9
"agg2","grasses","B3_glcm_dissimilarity",0.126236657061087,0.746223465336914,9
"agg2","grasses","B3_glcm_entropy",0.134460764663062,0.73017228575524,9
"agg2","grasses","B3_glcm_homogeneity",0.187115705866202,0.629758430660047,9
"agg2","grasses","B4_CV",0.156455061429809,0.687702521381994,9
"agg2","grasses","B4_RaoQ_w3",0.0711653588270159,0.855633591704543,9
"agg2","grasses","B4_RaoQ_w5",0.0984811768167341,0.800990194159922,9
"agg2","grasses","B4_RaoQ_w7",0.0793555175857354,0.839184224913624,9
"agg2","grasses","B4_RaoQ_w9",-0.261119885441721,0.497356294748297,9
"agg2","grasses","B4_glcm_ASM",0.157511628533881,0.685680269512091,9
"agg2","grasses","B4_glcm_contrast",-0.242310223852217,0.529888615927649,9
"agg2","grasses","B4_glcm_dissimilarity",0.137024122306276,0.725187501838603,9
"agg2","grasses","B4_glcm_entropy",0.157153170830009,0.686366158811709,9
"agg2","grasses","B4_glcm_homogeneity",0.101720378821952,0.794555423476312,9
"agg2","grasses","SSD",0.75080835848836,0.0197343605431014,9
"agg2","herbs","B1_CV",-0.210465897454152,0.586755421165355,9
"agg2","herbs","B1_RaoQ_w3",0.455603495091535,0.217783812894192,9
"agg2","herbs","B1_RaoQ_w5",0.0400083500594106,0.918604298072098,9
"agg2","herbs","B1_RaoQ_w7",0.110022642810182,0.778112385708003,9
"agg2","herbs","B1_RaoQ_w9",0.0567944787805921,0.884609791536649,9
"agg2","herbs","B1_glcm_ASM",-0.180635752652675,0.641871507686713,9
"agg2","herbs","B1_glcm_contrast",0.345205280216885,0.36289865643812,9
"agg2","herbs","B1_glcm_dissimilarity",-0.170592495750269,0.660789911859277,9
"agg2","herbs","B1_glcm_entropy",-0.182389545135463,0.638585762228592,9
"agg2","herbs","B1_glcm_homogeneity",-0.231626381593996,0.548725169958659,9
"agg2","herbs","B2_CV",-0.123528860992196,0.751527167945902,9
"agg2","herbs","B2_RaoQ_w3",-0.00270203551888764,0.994495491932137,9
"agg2","herbs","B2_RaoQ_w5",0.39616035731347,0.291186661601522,9
"agg2","herbs","B2_RaoQ_w7",-0.00610003624668127,0.987573493537582,9
"agg2","herbs","B2_RaoQ_w9",0.0786994440411424,0.840499996582789,9
"agg2","herbs","B2_glcm_ASM",-0.350159667119886,0.355584990737127,9
"agg2","herbs","B2_glcm_contrast",0.424763524148626,0.254450619622103,9
"agg2","herbs","B2_glcm_dissimilarity",-0.0883971382201466,0.821087345901045,9
"agg2","herbs","B2_glcm_entropy",-0.357855258191647,0.34436764804428,9
"agg2","herbs","B2_glcm_homogeneity",-0.158159734608657,0.684440658079535,9
"agg2","herbs","B3_CV",-0.163588970961465,0.674082158351001,9
